1,STATE ABBREVIATION,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
4426,UT,01,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,R,"175,487",71.47%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4427,UT,01,H2UT01193,,Jacqueline B.,Smith,"Smith, Jacqueline B.",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4428,UT,01,H2UT01219,,Leonard Joe,Fabiano,"Fabiano, Leonard Joe",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4429,UT,01,H2UT01235,,Donna M.,McAleer,"McAleer, Donna M.",,D,"60,611",24.69%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4430,UT,01,H2UT01201,,Ryan,Combe,"Combe, Ryan",,D,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4431,UT,01,n/a,,,,,Party Votes:,D,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4432,UT,01,H2UT01227,,Sherry,Phipps,"Phipps, Sherry",,CON,"9,430",3.84%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4433,UT,01,n/a,,,,,District Votes:,,"245,528",,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4434,UT,,n/a,,,,DISTRICT 2,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4435,UT,02,H2UT02324,,Chris,Stewart,"Stewart, Chris",,R,"154,523",62.17%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4436,UT,02,H2UT02332,,David,Clark,"Clark, David",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4437,UT,02,H2UT02340,,Milton Ray,Hanks,"Hanks, Milton Ray",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4438,UT,02,H2UT02316,,Howard,Wallack,"Wallack, Howard",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4439,UT,02,H2UT02282,,Cherilyn,Eagar,"Eagar, Cherilyn",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4440,UT,02,H2UT00013,,Jason,Buck,"Buck, Jason",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4441,UT,02,H2UT04049,,Bob,Fuehr,"Fuehr, Bob",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4442,UT,02,H2UT02274,,Chuck ,Williams,"Williams, Chuck ",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4443,UT,02,H2UT02365,,Jeramey,McElhaney,"McElhaney, Jeramey",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4444,UT,02,H2UT02290,,John W.,Willoughby,"Willoughby, John W.",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4445,UT,02,H2UT02373,,Edward,Mayerhofer,"Mayerhofer, Edward",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4446,UT,02,H2UT02357,,Jay,Seegmiller,"Seegmiller, Jay",,D,"83,176",33.47%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4447,UT,02,H2UT02415,,Dean,Collinwood,"Collinwood, Dean",,D,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4448,UT,02,H2UT02399,,Michael,Small,"Small, Michael",,D,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4449,UT,02,H2UT02423,,Jonathan D.,Garrard,"Garrard, Jonathan D.",,CON,"5,051",2.03%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4450,UT,02,H2UT02381,,Joseph,Andrade,"Andrade, Joseph",,UN,"2,971",1.20%,,,,,,,
4451,UT,02,H2UT02407,,Charles E.,Kimball,"Kimball, Charles E.",,UN,"2,824",1.14%,,,,,,,
4452,UT,02,n/a,,,,,District Votes:,,"248,545",,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4453,UT,,n/a,,,,DISTRICT 3,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4454,UT,03,H8UT03089,(I),Jason,Chaffetz,"Chaffetz, Jason",,R,"198,828",76.61%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4455,UT,03,H2UT03231,,Lynn D.,Wardle,"Wardle, Lynn D.",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4456,UT,03,H8UT02164,,Brian,Jenkins,"Jenkins, Brian",,R,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
4457,UT,03,H2UT03249,,Soren,Simonsen,"Simonsen, Soren",,D,"60,719",23.39%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution Party convention was held on April 7, 2012, the Democratic, Republican and Libertarian conventions were held on April 21, 2012, and the convention date for the Utah Justice Party was April 28, 2012.  Convention nominees are noted with an asterisk.  The convention vote totals listed on the next tab were obtained from the state parties.  In some districts, there were multiple rounds of balloting.",
